x,y,wifi_pca_0,wifi_pca_1,wifi_pca_2,wifi_pca_3,wifi_pca_4,wifi_pca_5,wifi_pca_6,wifi_pca_7,wifi_pca_8,wifi_pca_9,wifi_pca_10,wifi_pca_11,wifi_pca_12,wifi_pca_13,wifi_pca_14,wifi_pca_15,wifi_pca_16,wifi_pca_17,wifi_pca_18,wifi_pca_19,wifi_pca_20,wifi_pca_21,wifi_pca_22,wifi_pca_23,wifi_pca_24,wifi_pca_25,wifi_pca_26,wifi_pca_27,wifi_pca_28,wifi_pca_29,wifi_pca_30,wifi_pca_31,wifi_pca_32,wifi_pca_33,wifi_pca_34,wifi_pca_35
300,175,-27.14420207672476,-9.494622085604128,-9.262805612319246,0.2638819557960722,-6.061206345033855,-12.601907157673637,7.967313008326895,2.7120981627862237,4.040789118592974,-0.10164580690262258,-2.8150429504325865,9.904620465863758,5.494435254489647,2.6917164522623613,10.235631621814308,-0.7234846110329548,-4.3384472250386255,-8.408847293667787,-2.7009959651399296,-6.131489369828344,3.6745020946347697,-0.5723154315621146,8.052090144593004,-4.904303566761069,1.462044468673548,-6.739999530806454,-2.8193234946034726,-6.5221850399837145,-2.1543973076558762,3.924635865294444,0.13217611611509436,4.405499477265073,-0.20546682505513542,2.1060344955874113,1.7225962441498106,-3.9279017826683758
300,175,-27.144202076724948,-9.494622085604124,-9.262805612319214,0.26388195579607776,-6.061206345033941,-12.601907157673663,7.967313008326941,2.7120981627862473,4.040789118592993,-0.10164580690263492,-2.815042950432592,9.904620465863866,5.494435254489724,2.69171645226237,10.235631621814399,-0.7234846110329771,-4.338447225038664,-8.408847293667861,-2.7009959651399456,-6.131489369828397,3.674502094634786,-0.572315431562114,8.052090144593077,-4.904303566761112,1.4620444686735548,-6.739999530806503,-2.819323494603523,-6.522185039983796,-2.1543973076559193,3.92463586529451,0.1321761161151088,4.405499477265179,-0.2054668250551628,2.106034495587453,1.7225962441498521,-3.9279017826684868
300,175,-26.518599347791334,-7.951350736272818,-11.5272471372756,-4.475462504757079,-5.929204954004863,-12.488230486297219,4.861059300013636,2.5131222041896146,-0.1361423294270978,1.2332324019212282,2.6715616198089496,0.3809387945290704,2.892077082142638,1.232512996715872,2.2814024494452516,-0.8634198735575198,-0.732266514466289,-1.0547833535227251,6.706316815240232,3.134928166142316,-4.879028364896424,-0.8713058876811346,-5.644619425966795,2.666316393442021,0.12052662079592961,10.48289629413031,3.4496948434733707,-1.9828964205927653,2.8288560785339856,-3.80760205881178,-1.697840588989552,2.408893686813936,0.02418743394700125,-3.41304635823787,2.338010210965368,-2.2928230261922335
300,175,-26.51859934779128,-7.951350736272821,-11.527247137275598,-4.475462504757054,-5.92920495400485,-12.488230486297208,4.861059300013645,2.513122204189627,-0.13614232942711274,1.2332324019212146,2.6715616198089385,0.3809387945290496,2.892077082142646,1.2325129967158641,2.2814024494452365,-0.8634198735575107,-0.7322665144662875,-1.0547833535227344,6.7063168152402515,3.1349281661423145,-4.879028364896423,-0.8713058876811189,-5.644619425966808,2.666316393442025,0.12052662079593422,10.482896294130347,3.44969484347339,-1.9828964205927693,2.828856078534012,-3.8076020588117925,-1.6978405889895753,2.4088936868139537,0.024187433946991816,-3.413046358237887,2.3380102109653804,-2.2928230261922447
300,175,-26.029090858331312,-8.35949295845495,-11.091620506298309,-5.500096811306474,-6.202742766740459,-12.64408337162092,4.445433613402057,3.120386324733242,0.07529122672329074,1.0457887865775402,2.914313073474678,0.3314627580664051,3.514917330255316,0.43482300154559117,2.514535380483559,-0.4956695854944465,-0.6900679534533558,-0.8332515063045118,7.768309924648956,3.0770894862420697,-4.347038911625132,-1.1943058857026472,-4.967096694701069,2.2872904613201563,0.35390621589181015,9.791935797231574,4.131256414339541,-2.804931223330334,2.6542833918788333,-4.51978808464353,-2.249171935515889,1.7159393294102125,-0.19922632026076123,-2.5724471727709664,2.0847489470129386,-2.507090618404668
300,175,-24.149786566084394,-6.355102039609246,-10.219697041822105,-3.6751953322486735,-2.8314081503328277,-6.241970111314016,4.5460694737274485,3.6919453521376777,0.25251178105856303,-0.5786945208705055,0.657436457291754,-0.5110674854666748,0.18436696876904776,-0.07669147342612795,0.06948844580606918,0.564421480190327,-0.39668653349929167,1.7989954481723445,1.0033600334779786,-0.6330045297167789,1.1416220743519019,0.42500445327538783,-0.1938786968027148,-0.8038890786986066,1.200417436037226,0.45384774908556297,0.6202974680639717,2.3690638396008796,-2.1210562425978527,-0.12167734363119687,1.4349179211552228,-2.666296491624071,-0.7936714410770006,0.30219623054528727,-1.3853238389801097,1.9010224801020572
300,175,-24.14978656608439,-6.355102039609242,-10.219697041822108,-3.6751953322486606,-2.831408150332832,-6.241970111314004,4.5460694737274565,3.6919453521376777,0.2525117810585641,-0.5786945208705062,0.6574364572917479,-0.5110674854666742,0.18436696876904776,-0.07669147342613208,0.06948844580606606,0.5644214801903227,-0.39668653349928773,1.798995448172341,1.0033600334779729,-0.633004529716782,1.1416220743519037,0.4250044532753881,-0.19387869680271502,-0.8038890786986127,1.2004174360372208,0.4538477490855593,0.620297468063968,2.3690638396008765,-2.121056242597849,-0.1216773436312009,1.4349179211552254,-2.6662964916240757,-0.7936714410770058,0.30219623054528344,-1.3853238389801084,1.9010224801020583
300,175,-23.545260950830308,-6.2934095689393095,-10.228753928535822,-3.7518705009207016,-3.1380921608890815,-6.209736049938008,3.961646292624005,3.7255788238604794,0.3357608627095945,-0.6528479124905522,0.7875610555648451,-0.9007998655943074,-0.19966775885851837,0.06320385798765321,-0.9240472073393403,1.23770882346287,-1.2240610146750182,1.8431112332635804,1.3170243400051744,-1.0191735667390285,0.6646155474637901,-0.12162506144858795,-0.2910151069317991,-0.4877929389567566,1.5814141219072237,-0.20859851887796754,0.7129624947897508,1.7904490389804821,-2.7264637784419903,0.20759685864036218,1.8405897518005085,-2.701392228717647,-1.1721997963739046,0.943686418840502,-1.7995054878710932,2.223777463407538
300,175,-23.54526095083034,-6.293409568939325,-10.22875392853583,-3.751870500920724,-3.1380921608890797,-6.209736049937991,3.9616462926239944,3.725578823860476,0.3357608627095993,-0.6528479124905576,0.7875610555648405,-0.9007998655942927,-0.19966775885850574,0.06320385798764423,-0.9240472073393398,1.2377088234628726,-1.2240610146750017,1.843111233263587,1.3170243400051596,-1.019173566739029,0.6646155474637944,-0.12162506144858869,-0.2910151069318026,-0.4877929389567586,1.5814141219072322,-0.2085985188779662,0.7129624947897496,1.7904490389804861,-2.7264637784419956,0.20759685864036548,1.8405897518005085,-2.701392228717653,-1.172199796373906,0.9436864188405011,-1.7995054878710977,2.2237774634075316
300,175,-22.979874234709385,-6.760089761798819,-10.422913761127571,-3.489542622880797,-2.560832273360678,-5.558863204721295,3.40961151040166,3.6239752510574634,1.0133189465620276,-0.7112263590140443,0.9971492448327453,-0.8858888709444221,0.7040085192566017,-0.09084746752489564,-0.7041229889700178,1.2571689250142208,-1.0982163038376453,1.734865918426836,1.0873855315639063,-0.11608518237698157,0.7550871602778934,0.018352886554936703,-0.6718271729853617,-0.3310492528084725,1.8477784861440323,-0.9367608985989924,-0.048023825220778395,1.993797251386008,-2.068688422066022,0.5273632162011713,1.2311724313476573,-3.265598796733634,-1.2202374126238826,0.4255718234359606,-1.1542776835877795,3.3131750086745555
