x,y,EC:58:EA:59:10:B8,EC:58:EA:99:10:B8,EC:58:EA:D9:10:B8,EC:58:EA:19:10:B9,D2:7C:61:D0:7C:69,EC:58:EA:99:00:78,0C:51:01:E3:94:50,EC:58:EA:D9:00:78,0E:50:94:E3:01:51,EC:58:EA:19:10:BC,EC:58:EA:59:10:BC,EC:58:EA:99:10:BC,EC:58:EA:19:10:CC,EC:58:EA:59:10:CC,EC:58:EA:99:10:CC,EC:58:EA:19:00:7C,EC:58:EA:59:00:7C,EC:58:EA:99:00:7C,30:87:D9:31:95:EC,30:87:D9:71:95:EC,30:87:D9:B1:95:EC,EA:8A:2A:5D:D5:5C,30:87:D9:71:82:AC,30:87:D9:B1:82:AC,C8:78:7D:68:74:90,30:87:D9:31:82:AC,A8:5E:45:D9:1C:C8,30:87:D9:31:7C:EC,30:87:D9:71:7C:EC,30:87:D9:B1:7C:EC,EC:58:EA:19:00:79,30:87:D9:71:7C:E8,30:87:D9:B1:7C:E8,30:87:D9:31:7C:E9,30:87:D9:F1:7C:E8,10:7C:61:D0:7C:68,EC:AD:E0:AE:D5:AC,A0:36:BC:70:E0:D4,A0:36:BC:E3:50:28,3C:33:32:BF:75:2A,3C:7C:3F:0A:CF:08,E0:A2:5A:00:CA:65,A0:36:BC:E3:50:2C,7C:10:C9:B7:59:58,4A:9E:BD:05:4F:A4,C8:78:7D:68:74:92,BC:FC:E7:BC:77:90,F0:2F:74:7A:F0:48,EC:58:EA:59:00:78,A0:36:BC:70:E0:D0,30:87:D9:71:95:E8,30:87:D9:B1:95:E8,30:87:D9:F1:95:E8,A8:5E:45:D9:1C:CC,30:87:D9:71:55:C8,30:87:D9:B1:55:C8,30:87:D9:F1:55:C8,30:87:D9:31:55:C9,EC:58:EA:98:FE:F8,50:C7:BF:AF:DD:62,E8:48:B8:ED:47:12,30:87:D9:31:95:E9,30:87:D9:71:97:28,30:87:D9:B1:97:28,30:87:D9:F1:97:28,50:C7:BF:AF:DD:61,30:87:D9:31:97:29,30:87:D9:F1:82:48,30:87:D9:31:82:49,30:87:D9:71:82:A8,30:87:D9:B1:82:A8,30:87:D9:F1:82:A8,EC:58:EA:18:FE:FC,EC:58:EA:58:FE:FC,EC:58:EA:98:FE:FC,7A:7C:61:D0:7C:6D,30:87:D9:31:82:A9,F6:46:5C:FD:D0:4E,C8:9E:43:D1:3D:33,70:4D:7B:0C:3A:60,EC:58:EA:D9:10:C8,B8:55:10:BD:1F:DC,30:87:D9:71:55:08,30:87:D9:B1:55:08,30:87:D9:F1:55:08,30:87:D9:31:55:09,78:32:1B:CC:37:44,00:24:6C:26:87:62,EC:58:EA:58:FE:F8,EC:58:EA:D8:FE:F8,EC:58:EA:18:FE:F9,00:24:6C:26:87:61,7C:10:C9:B7:59:5C,EC:58:EA:59:10:C8,EC:58:EA:99:10:C8,10:7C:61:D0:7C:6C,A0:36:BC:77:0B:80,30:87:D9:71:82:48,A0:AD:9F:0D:58:48,72:7F:F0:05:54:C3,EC:58:EA:19:10:C9,82:52:A1:88:19:33,5C:A6:E6:24:50:7C,B2:68:E6:92:06:AC,FA:8F:CA:30:AD:3C,3C:52:A1:88:19:31,00:24:6C:26:87:60,7C:10:C9:5D:99:D0,C8:7F:54:C1:90:88,30:87:D9:B1:82:48,30:87:D9:B1:77:68,30:87:D9:F1:77:68,30:87:D9:31:52:CC,30:87:D9:71:52:C8,10:7C:61:27:E7:10,30:87:D9:71:77:68,30:87:D9:F1:52:C8,30:87:D9:31:52:C9,30:87:D9:B1:52:C8,EC:75:0C:69:DB:B0,0E:75:0C:69:DB:B0,30:87:D9:B1:52:CC,00:24:6C:26:8B:11,00:24:6C:26:8B:12,00:24:6C:26:8B:10,30:87:D9:F1:53:C8,30:87:D9:31:53:C9,30:87:D9:71:53:C8,30:87:D9:B1:53:C8,F6:46:5C:FD:D0:47,EC:AD:E0:AE:D5:AF,26:6A:0E:B5:D6:69,30:87:D9:B1:6B:48,30:87:D9:F1:6B:48,CC:28:AA:02:9B:48,FC:34:97:B4:39:E0,30:87:D9:31:6B:49,E8:9C:25:51:F3:80,EA:9C:25:B1:D3:DA,22:1D:10:23:B7:AF,9C:A2:F4:B1:A6:7E,A2:06:C3:1D:88:81,62:7F:F0:05:70:20,00:24:6C:26:89:51,1C:3B:F3:EF:50:C3,62:7F:F0:05:70:27,92:A2:F4:B1:A6:71,00:24:6C:26:89:52,00:24:6C:26:89:50,C8:9E:43:D1:3D:32,92:A2:F4:B1:A6:70,30:87:D9:71:6B:48,30:87:D9:31:82:4C,30:87:D9:71:82:4C,30:87:D9:B1:82:4C,FA:12:C0:56:1E:4D,30:87:D9:71:52:CC,30:87:D9:31:77:68,30:87:D9:B1:89:C8,90:50:CA:88:FE:B8,8A:52:A1:88:19:29,A0:36:BC:77:0B:84,C0:06:C3:1D:88:8F,E8:9C:25:55:69:00,84:D8:1B:4A:2E:D3,7C:10:C9:4A:61:81,38:06:E6:83:06:8C,E8:9C:25:B1:D3:DA,82:D2:94:56:3E:F7,3C:7C:3F:A5:2A:A0,48:22:54:B7:C5:53,7E:D2:94:58:12:30,10:7C:61:C3:83:B0,30:87:D9:31:99:2C,30:87:D9:71:99:2C,30:87:D9:B1:99:2C,C6:72:2D:D7:06:26,3C:7C:3F:A1:87:C1,48:2F:6B:BD:EC:60,2A:3A:4D:7F:FF:8A,5C:92:5E:9F:2A:40,3C:52:A1:88:19:2F,5C:92:5E:9F:2A:44,9C:A2:F4:B1:A6:7C,D4:6E:0E:B0:B2:90,8A:A2:F4:B1:A6:7F,8A:A2:F4:B1:A6:7E,00:11:32:84:48:02,40:86:CB:E0:4D:42,30:87:D9:71:89:C8,30:87:D9:F1:89:C8,30:87:D9:31:89:C9,00:24:6C:26:8B:18,00:24:6C:26:8B:1A,46:03:F4:16:65:8F,30:87:D9:31:53:CC,30:87:D9:71:53:CC,30:87:D9:B1:53:CC,00:24:6C:26:8B:19,FA:DA:0C:48:FB:98
300.0,175.0,-39.012333,-37.786602,-38.703197,-40.424862,-56.956867,-54.921173,-71.41723,-54.590496,-70.74947,-44.624073,-42.58486,-44.815784,-78.220955,-77.873405,-77.95724,-62.419907,-63.23141,-62.52966,-77.77171,-77.81864,-77.73045,-43.007275,-85.576584,-84.41329,-57.22435,-84.16829,-57.201435,-80.82062,-82.20981,-81.699615,-53.20295,-66.972916,-68.79881,-67.17239,-67.00752,-58.488754,-69.75345,-83.033035,-47.445225,-72.760765,-74.99269,-69.340294,-68.03091,-67.24286,-76.68522,-60.677166,-77.804955,-81.92373,-52.145596,-83.87217,-60.464737,-59.3128,-61.49372,-77.95898,-78.619865,-82.68128,-80.14164,-79.418365,-82.10807,-78.10982,-69.382805,-62.804222,-75.27281,-77.423134,-78.80975,-82.2661,-79.175316,-77.3791,-79.78613,-72.4453,-71.72826,-73.78027,-84.83978,-84.83785,-82.612724,-83.93666,-73.25191,-81.35039,-80.98711,-78.73648,-71.30353,-79.20624,-68.577126,-72.37385,-71.257385,-69.88182,-80.750755,-82.69581,-80.1708,-79.2881,-80.8561,-81.038925,-87.25902,-70.906,-68.78465,-83.495834,-76.88756,-75.71859,-75.329315,-85.24814,-70.700806,-76.27586,-84.19139,-76.086334,-85.469986,-77.8967,-80.88643,-83.16285,-80.10556,-74.48916,-84.497795,-85.97339,-87.11946,-79.019554,-88.59022,-85.66974,-75.99075,-76.69365,-79.8107,-81.74126,-80.3486,-88.44946,-77.38433,-78.789795,-78.6655,-73.49417,-75.480484,-73.7394,-75.733505,-78.5552,-83.65513,-76.83116,-81.818474,-84.19846,-81.5361,-80.910835,-85.29153,-85.99922,-87.75588,-73.20824,-81.853485,-84.1984,-82.06197,-83.99366,-86.24202,-79.766,-77.471954,-83.329956,-87.28056,-89.12863,-80.545006,-85.25671,-86.90875,-84.61729,-84.9806,-82.13939,-87.47827,-81.06301,-81.97487,-82.68637,-87.31822,-85.287735,-82.359406,-77.32696,-90.01586,-79.945076,-84.68967,-75.30929,-88.399765,-84.02084,-89.444664,-84.43237,-76.70815,-87.43366,-88.003876,-90.37905,-88.07767,-80.74565,-88.60448,-86.90309,-80.03782,-87.158226,-91.3432,-88.72839,-83.98418,-87.8508,-89.97374,-85.386086,-80.20012,-82.97688,-82.712425,-81.42185,-83.90518,-87.91932,-82.112114,-87.19071,-87.925804,-88.75827,-86.99596,-80.5116
300.0,175.0,-40.664803,-40.87928,-41.51483,-39.68185,-60.26584,-54.722843,-71.1094,-52.887764,-71.823555,-41.010162,-42.04292,-44.688446,-79.11438,-78.63249,-79.205475,-62.07289,-62.21287,-63.605576,-78.82919,-78.45955,-78.286804,-43.338917,-83.73437,-84.37119,-59.253223,-84.479324,-54.22658,-81.62284,-81.97389,-82.82828,-56.1372,-67.841866,-69.24148,-66.78636,-67.6041,-57.73074,-69.263145,-80.71334,-48.547806,-71.902435,-76.217155,-66.807915,-67.981476,-68.1113,-75.29055,-61.142,-77.200356,-82.5885,-51.85363,-85.56268,-60.035095,-60.163605,-64.43127,-81.812225,-77.7994,-84.85408,-82.35823,-79.35516,-83.03283,-77.28025,-67.31438,-63.38508,-77.61893,-76.327614,-78.82678,-83.44116,-75.17919,-77.13866,-81.37377,-73.5847,-72.0995,-71.805984,-84.22379,-84.96903,-86.155914,-81.34074,-71.78597,-83.18676,-80.15612,-77.815926,-71.42415,-77.52578,-71.972466,-71.19689,-73.112854,-71.64031,-79.727165,-84.27074,-81.80909,-80.339676,-82.117935,-78.143814,-84.1905,-70.37978,-70.411514,-82.087234,-75.520256,-75.99694,-76.6462,-84.99416,-68.26946,-77.931274,-85.94249,-76.93951,-83.05545,-78.695305,-81.19381,-84.185715,-77.79265,-73.81899,-86.465355,-86.458786,-87.328896,-78.36542,-88.07493,-84.17337,-76.737404,-77.45937,-78.74619,-81.52408,-78.52591,-86.196655,-77.96079,-82.29081,-79.28677,-73.318375,-75.901474,-75.46879,-76.82589,-77.38226,-85.0999,-78.73672,-84.10195,-85.95707,-80.73323,-80.68508,-85.5318,-85.69307,-89.16582,-80.37785,-80.43356,-83.62034,-80.77608,-83.222496,-86.12079,-80.59936,-78.02898,-84.27867,-84.02396,-89.613014,-79.0141,-84.71153,-86.26019,-85.481316,-84.30644,-81.87795,-87.13645,-82.25014,-80.858536,-82.203026,-90.69358,-86.06488,-80.219536,-76.38324,-88.82292,-81.19908,-85.00829,-73.60712,-88.95075,-82.891525,-89.91032,-85.39548,-78.158455,-87.0305,-88.627335,-88.53398,-85.32321,-78.79613,-89.05512,-87.575134,-80.79136,-88.419075,-90.17424,-89.5716,-82.55472,-89.69957,-88.9596,-85.78389,-80.68537,-79.76284,-83.83704,-81.38649,-86.68621,-87.36444,-83.18326,-88.99029,-86.67003,-89.90986,-87.61141,-80.47759
300.0,175.0,-39.468945,-38.865902,-39.43697,-37.82243,-59.027107,-55.233654,-71.49922,-54.29378,-74.27784,-43.37582,-42.88549,-42.23713,-79.62983,-78.7099,-76.7266,-60.66687,-61.56758,-61.902107,-76.420265,-78.883026,-79.562225,-41.846737,-85.10356,-83.53481,-57.90636,-83.7145,-54.752556,-81.14605,-84.20852,-84.21348,-55.74142,-67.72806,-66.61779,-65.669876,-63.30904,-53.489704,-66.31983,-83.9429,-50.197334,-74.14102,-75.801285,-68.336685,-67.64339,-67.88933,-77.99143,-61.83148,-79.71351,-81.70653,-56.1816,-85.836975,-62.77123,-61.285828,-61.84672,-79.58072,-79.84675,-82.92029,-81.14086,-78.5857,-83.36676,-77.15687,-68.21126,-61.687664,-75.162224,-76.25952,-79.58015,-84.7985,-76.64814,-78.40535,-78.56369,-76.20411,-71.77584,-75.59977,-86.765785,-83.38108,-83.865234,-82.25966,-69.44589,-81.19185,-79.293915,-79.35034,-68.45771,-80.26026,-69.83316,-73.745056,-71.60125,-70.9676,-84.02,-83.18214,-79.51388,-80.77645,-80.07563,-81.360756,-85.230576,-71.52248,-70.0033,-84.32361,-76.78091,-75.53114,-76.11791,-82.9365,-68.062614,-77.327286,-85.189705,-74.404526,-84.515564,-81.74533,-80.6147,-80.388214,-78.317505,-72.838425,-84.87693,-84.62663,-89.38466,-78.812065,-84.80249,-82.25141,-77.451416,-76.46735,-79.863205,-79.735916,-84.03751,-89.16738,-79.46823,-80.20701,-78.67661,-73.17095,-72.629814,-74.90211,-75.644936,-79.83544,-85.20352,-78.15054,-83.20356,-83.874626,-81.80242,-79.96101,-87.59805,-86.08119,-87.09865,-78.81028,-83.03741,-82.229095,-83.51612,-85.21021,-84.00259,-83.15565,-76.696815,-84.713005,-84.651695,-90.3609,-79.139145,-83.497055,-86.64009,-84.77572,-82.99271,-80.23791,-83.56336,-80.810616,-81.99993,-83.89918,-89.81955,-85.87472,-82.49576,-77.61495,-89.83474,-79.68648,-85.54934,-73.386665,-87.31669,-84.28995,-89.815796,-82.19198,-77.06501,-87.720184,-87.77547,-88.85606,-85.92666,-78.75588,-89.49809,-86.878075,-77.65412,-88.576546,-86.82483,-90.506615,-81.97174,-88.913635,-89.840195,-87.95509,-79.787506,-79.35195,-81.22838,-83.17749,-86.32,-88.64456,-84.199265,-88.371475,-88.624886,-87.97518,-89.0129,-83.454185
300.0,175.0,-40.78138,-38.23819,-39.27046,-40.65178,-56.443996,-54.380093,-68.43805,-53.680565,-71.30535,-44.467068,-44.628555,-44.51176,-75.77808,-77.25997,-79.408104,-59.549828,-62.16335,-63.4794,-75.41314,-74.28968,-77.57128,-44.133804,-86.32566,-86.78351,-57.58957,-85.80412,-56.838085,-82.89269,-81.997826,-82.44733,-53.668343,-66.02769,-68.48442,-68.44287,-63.805424,-57.05915,-67.85066,-83.3284,-49.590828,-68.43347,-74.60747,-68.856285,-67.2526,-68.06832,-74.52801,-60.650036,-81.91876,-80.11501,-54.581207,-85.15854,-61.463696,-60.064785,-58.616486,-79.22975,-80.10926,-80.91313,-80.61772,-78.44839,-83.534935,-79.626564,-69.40397,-64.961464,-79.45674,-77.66768,-79.24518,-80.585144,-77.529655,-76.62577,-77.488365,-72.84252,-72.04302,-74.188705,-83.63533,-83.4199,-84.167694,-82.02538,-72.401505,-80.933075,-81.22448,-79.929695,-70.78909,-79.33847,-70.08306,-72.7528,-74.506744,-72.90215,-79.26494,-83.284096,-78.94532,-83.87543,-82.321304,-77.437195,-83.46268,-70.461174,-68.84116,-84.3459,-80.05702,-72.67167,-76.02829,-82.00056,-69.8389,-75.278824,-84.4826,-77.52596,-82.142365,-79.03017,-81.049965,-83.530716,-78.2802,-74.76972,-85.39864,-84.971596,-85.29031,-76.60914,-87.82222,-84.761795,-77.24316,-79.91559,-78.92366,-79.870384,-78.742355,-88.90417,-79.76142,-79.77209,-79.094864,-74.34581,-73.75607,-75.059296,-75.2564,-78.1685,-83.14868,-78.153404,-82.46297,-84.50341,-80.592064,-81.23288,-84.89803,-85.454155,-88.72439,-75.90781,-78.6171,-83.818985,-82.48248,-81.68303,-85.13618,-79.61089,-76.42335,-84.15499,-88.97414,-88.09402,-80.0707,-85.16731,-86.14541,-83.20125,-85.32794,-84.71948,-85.51018,-84.690125,-83.834175,-84.759575,-89.378365,-85.78807,-82.18347,-76.63722,-92.22177,-80.91506,-84.597374,-73.24331,-85.830376,-83.986115,-89.30516,-81.78233,-79.65286,-87.843056,-88.306854,-86.10992,-86.594604,-78.337715,-89.24108,-84.5434,-77.75035,-88.52758,-88.986046,-87.31143,-81.60492,-87.56971,-86.758,-85.96208,-82.59108,-79.19007,-80.964294,-80.494385,-84.42193,-88.319786,-83.70819,-87.39918,-88.80926,-90.30809,-86.0198,-83.22334
300.0,175.0,-37.935802,-38.630127,-37.54254,-39.836185,-56.744354,-54.126514,-71.15692,-52.080776,-72.75955,-40.190296,-41.945206,-44.447086,-78.20594,-78.723305,-78.04528,-59.09954,-62.114655,-64.59412,-80.157234,-77.80161,-78.39902,-41.380173,-84.84876,-85.14079,-54.3837,-83.050476,-55.43357,-83.650185,-83.984,-81.26626,-54.647827,-63.99242,-69.006584,-67.91351,-66.58213,-58.325497,-66.310135,-83.017456,-49.794697,-70.921745,-76.86712,-71.67229,-64.86723,-67.05035,-77.37269,-63.01729,-82.24938,-80.35139,-53.271057,-86.135506,-61.304237,-62.058662,-58.812374,-82.050385,-79.24618,-80.97816,-80.98589,-80.5483,-83.63793,-77.610275,-69.542854,-61.25596,-76.638306,-76.818306,-76.11926,-83.21019,-77.36156,-77.31043,-82.049644,-73.945145,-71.857025,-75.525604,-81.78553,-85.9895,-85.23567,-79.84115,-74.42622,-79.4034,-80.2707,-80.42812,-71.85452,-80.93209,-68.939896,-71.60146,-74.20698,-72.97741,-83.03162,-80.04847,-81.55809,-80.698204,-79.169754,-78.05237,-88.1184,-67.74152,-70.92759,-83.44328,-79.17525,-75.00899,-75.99492,-80.440926,-68.988464,-78.4986,-81.80413,-77.19368,-83.22902,-78.52909,-80.24252,-82.10028,-77.2183,-76.02146,-86.31983,-82.68221,-86.9442,-78.68362,-85.73222,-83.660416,-77.82264,-76.47436,-79.57014,-78.81821,-78.0833,-87.27913,-78.653366,-80.979965,-79.00526,-73.46465,-73.52919,-73.27193,-77.40104,-80.16722,-84.902275,-76.57876,-82.82372,-83.52581,-81.55166,-79.704216,-86.92096,-84.79769,-87.81433,-80.39695,-80.64916,-83.383675,-81.91621,-81.43732,-84.06658,-83.72575,-77.60171,-84.592804,-86.04552,-89.05433,-79.48334,-85.482254,-84.99914,-85.54359,-85.172066,-81.31886,-88.63278,-79.541595,-80.78489,-85.62625,-89.943,-84.593956,-82.298836,-76.508064,-91.76123,-81.83219,-83.90622,-72.60677,-88.84009,-84.54379,-88.25801,-83.9029,-81.8152,-87.42578,-85.0788,-89.79001,-86.961845,-75.300705,-88.45536,-85.1347,-79.52766,-88.04773,-91.68416,-87.91874,-83.29178,-89.37088,-88.146866,-85.09226,-80.742874,-82.82928,-81.83233,-82.37494,-86.490906,-90.15051,-84.35322,-85.185974,-88.94622,-87.89453,-86.13581,-83.52539
300.0,175.0,-38.805824,-40.78705,-39.340683,-39.55717,-58.02894,-55.521416,-68.677414,-56.452488,-72.92435,-43.73327,-43.964966,-43.90481,-77.57346,-80.06244,-78.19259,-60.28314,-64.698364,-62.545414,-76.108986,-78.79756,-76.81291,-46.954967,-84.883865,-86.10958,-59.32394,-84.5259,-53.16819,-81.19323,-83.61136,-81.840164,-52.886555,-66.31044,-66.88648,-66.387634,-65.31331,-61.503258,-68.68052,-81.29643,-46.625206,-72.38126,-74.492546,-68.1705,-64.56132,-70.03878,-78.021355,-63.000412,-80.57315,-79.945305,-54.216125,-85.252,-60.721607,-60.507866,-61.442753,-78.669304,-80.99693,-85.08981,-81.41415,-79.327736,-81.94794,-74.0519,-67.806725,-61.996525,-79.01494,-77.42518,-78.54694,-82.90574,-77.5318,-79.784164,-80.65281,-72.77888,-70.53341,-74.616936,-84.27311,-84.34967,-83.68483,-80.357574,-73.25486,-83.593765,-80.30592,-78.292305,-68.44613,-82.22482,-69.9827,-71.395744,-71.51501,-73.67406,-79.914734,-82.3214,-80.3671,-80.887245,-80.42531,-77.8995,-83.88057,-71.55024,-70.31877,-82.34501,-76.99205,-75.33388,-76.907555,-82.406,-69.396164,-75.74531,-83.313835,-74.7099,-83.34131,-78.162506,-81.397415,-84.60032,-79.8499,-72.994225,-87.38824,-87.510414,-84.479576,-78.74548,-85.44817,-85.59468,-78.5876,-76.330795,-80.321045,-81.376434,-77.84602,-88.15096,-79.10421,-80.02561,-78.086075,-74.23529,-75.9667,-77.4698,-74.16508,-78.41529,-81.99536,-77.64141,-80.91242,-86.09567,-80.04241,-81.5311,-83.46929,-86.32968,-88.18778,-77.53438,-79.99056,-82.50837,-82.673615,-83.4553,-85.13523,-80.96273,-77.412544,-85.854225,-87.82849,-89.83141,-77.54761,-84.45262,-87.79888,-86.4689,-86.02601,-82.75515,-86.56414,-79.90456,-82.600494,-82.941,-87.33552,-83.705376,-82.22878,-77.90427,-89.996315,-80.498634,-85.499,-74.13287,-89.37571,-82.99958,-89.65566,-83.57268,-79.370186,-88.25408,-88.513115,-86.84449,-87.88049,-79.412796,-90.15029,-86.27397,-77.6733,-86.43423,-88.23103,-89.69448,-82.03599,-88.51499,-89.8652,-86.358215,-81.33443,-82.16722,-80.62533,-82.79562,-85.206055,-87.30865,-83.135445,-87.76371,-87.777336,-87.41905,-85.34243,-81.34353
300.0,175.0,-39.287292,-38.327534,-37.745033,-38.733982,-56.84087,-52.66798,-70.603004,-53.88602,-71.68775,-42.891197,-45.431995,-44.358963,-79.140274,-80.614426,-79.27928,-60.705032,-63.136494,-62.05873,-78.052,-75.15277,-79.227394,-44.270332,-84.12438,-85.10853,-57.188427,-81.33812,-52.7959,-84.77071,-83.39761,-81.2611,-56.387356,-66.40635,-66.730736,-66.63857,-66.631645,-60.00569,-66.42219,-82.233765,-44.349705,-72.53435,-75.38086,-65.28841,-65.88078,-69.13794,-76.7853,-62.00647,-78.68342,-78.979836,-53.868263,-83.73882,-61.854336,-59.542847,-61.52786,-79.66605,-81.573654,-83.698715,-81.97181,-81.39523,-84.66945,-76.127914,-69.74045,-61.57123,-77.84666,-77.91792,-80.136734,-84.20023,-76.23847,-75.66463,-79.32063,-73.46047,-69.23441,-74.801865,-85.51772,-85.76295,-84.24889,-83.15741,-69.27799,-80.517914,-80.81758,-78.18154,-71.78776,-80.895355,-68.17242,-72.1208,-72.454315,-71.94776,-80.4094,-80.58025,-80.92534,-80.83237,-82.869354,-78.37979,-85.34685,-71.402565,-68.17817,-82.765205,-76.09086,-75.19369,-77.7112,-84.03171,-69.25513,-74.726364,-85.46565,-76.451836,-83.3741,-79.34419,-79.75708,-83.537476,-79.85828,-72.83461,-84.80474,-83.51601,-87.50615,-77.17785,-84.80416,-85.452545,-78.22934,-78.25339,-76.40572,-80.588615,-78.75654,-85.86971,-81.58792,-78.19536,-79.804695,-73.981064,-74.2734,-78.414505,-75.683876,-79.39343,-87.05385,-78.651085,-83.57798,-82.487274,-80.38999,-81.92929,-86.06546,-86.13754,-87.414734,-75.935036,-81.424095,-85.06333,-83.22559,-82.76546,-86.29925,-79.910835,-78.523224,-82.95215,-85.306755,-90.924446,-81.33329,-84.00518,-87.64359,-85.55327,-87.66329,-78.81287,-86.55483,-81.03862,-82.35584,-83.36392,-89.28022,-85.7462,-82.317535,-77.0978,-89.939865,-82.336334,-83.822655,-75.15723,-89.408936,-82.62113,-88.87659,-82.800476,-76.1616,-89.76302,-89.4965,-84.87212,-86.85766,-79.47621,-90.748474,-87.81746,-78.28475,-87.491486,-89.04539,-90.37614,-82.12306,-89.98042,-89.73706,-85.31971,-78.715096,-80.55176,-84.165886,-82.09596,-85.02385,-87.91008,-82.632675,-83.370674,-88.32802,-87.360306,-89.40886,-78.72186
300.0,175.0,-39.733994,-39.36708,-38.92371,-37.999767,-59.285786,-52.537376,-69.54859,-53.55126,-73.47584,-42.607647,-45.71599,-41.324326,-79.129814,-78.84807,-78.1829,-62.141792,-61.019157,-63.479668,-77.18317,-78.13402,-78.04773,-41.99679,-83.84176,-86.84914,-57.047485,-88.146805,-55.47965,-82.68413,-84.52081,-82.01015,-53.377934,-67.813484,-65.80188,-65.22894,-67.9358,-58.29768,-69.742584,-83.24775,-46.889313,-71.61173,-74.9964,-62.302273,-66.325615,-67.72347,-74.61171,-60.046837,-74.78629,-80.260666,-52.87689,-83.293335,-60.834335,-59.72062,-57.567715,-80.30025,-80.13386,-82.67339,-80.96519,-77.62132,-83.0709,-76.86507,-68.79673,-61.915203,-75.06581,-78.570435,-78.93058,-83.779015,-78.08687,-78.81351,-80.97091,-75.221794,-71.5663,-71.80192,-84.82575,-83.75294,-85.46096,-81.09656,-71.358665,-80.070076,-79.576515,-77.62325,-70.786224,-79.59647,-71.88521,-73.494514,-72.069664,-74.46485,-80.157234,-81.94076,-80.5273,-82.237816,-81.19462,-78.44376,-84.83243,-68.11605,-70.55054,-82.635994,-76.322464,-72.67521,-75.68136,-83.35651,-67.170845,-74.854485,-85.80421,-76.07342,-84.74205,-79.68297,-77.45748,-80.02139,-79.114944,-74.89512,-85.12699,-86.9206,-87.65269,-76.354645,-86.91597,-85.24136,-78.93922,-76.234985,-78.610596,-78.985176,-79.26769,-89.20154,-79.274185,-82.139366,-78.612,-75.18561,-74.489746,-74.89554,-74.59479,-80.0659,-82.738556,-81.35983,-83.57426,-84.95074,-79.807655,-81.734085,-85.33758,-84.15457,-86.21479,-77.414314,-79.402115,-81.48488,-81.53327,-82.5128,-89.09373,-81.03835,-80.14815,-82.59445,-86.35107,-88.31073,-77.57425,-82.9234,-88.50622,-85.54744,-87.556526,-83.84157,-84.90011,-80.78866,-83.39614,-84.62191,-90.041916,-85.29927,-83.411835,-77.71244,-91.18766,-81.0216,-82.58215,-72.99193,-85.76008,-85.04696,-88.89964,-82.554985,-79.27496,-87.32198,-86.14049,-87.470184,-88.001884,-79.263626,-88.430954,-86.35003,-77.38631,-86.00972,-92.02521,-88.81444,-82.610466,-87.08741,-89.86854,-85.63268,-79.803535,-81.59621,-82.486015,-81.797646,-84.269806,-86.59196,-83.423416,-89.278275,-87.3633,-87.81642,-86.11731,-84.57307
300.0,175.0,-42.035652,-39.954052,-38.376038,-39.23203,-59.1538,-53.575714,-68.843376,-55.99248,-67.87776,-42.346348,-39.914505,-43.783443,-78.68693,-79.70281,-79.15738,-57.457867,-61.6141,-63.4041,-75.370285,-77.81114,-76.11611,-41.7625,-86.184135,-85.683754,-57.155617,-86.54818,-53.23897,-82.66918,-83.454605,-82.46541,-55.50265,-65.75113,-70.44579,-68.38144,-65.957184,-58.4051,-67.80545,-84.71202,-46.56515,-74.45429,-74.79651,-62.408478,-67.76158,-70.812256,-77.709526,-58.44251,-77.165985,-81.38074,-54.600834,-83.20414,-63.851933,-60.380573,-62.934143,-80.050476,-80.373245,-81.3973,-82.37372,-80.71378,-83.71062,-73.92492,-70.9717,-61.792522,-75.57273,-77.763596,-79.10961,-83.38393,-76.97483,-76.43027,-82.918594,-72.84423,-70.56918,-73.94248,-84.37395,-82.093506,-83.24208,-81.595795,-72.39943,-78.865746,-80.63531,-79.50077,-70.19483,-79.789444,-70.83945,-71.69708,-74.24343,-70.63252,-83.22837,-78.06112,-80.35146,-78.56028,-81.73695,-81.65659,-83.40963,-69.24305,-68.927505,-82.6776,-76.84529,-77.465546,-74.79058,-84.80411,-69.569046,-76.03013,-83.83046,-74.562935,-85.71254,-80.98756,-79.7763,-83.986694,-78.31272,-76.01781,-86.99883,-85.027725,-85.75756,-78.9247,-86.70247,-83.632385,-78.44963,-76.036095,-78.028175,-80.10137,-80.296295,-88.29516,-79.3709,-81.03231,-79.479645,-74.36721,-74.17464,-74.83269,-75.349525,-79.33465,-85.74318,-78.252975,-83.784065,-84.41271,-83.01119,-80.89663,-84.28497,-89.388504,-87.049255,-76.834076,-78.263145,-84.67275,-81.33555,-83.6236,-85.01643,-80.45036,-78.22822,-83.19223,-87.15561,-88.181366,-79.27569,-85.04719,-87.60627,-87.86464,-87.53082,-82.218376,-84.817856,-80.975494,-83.93935,-83.95465,-89.73987,-84.65805,-82.902214,-76.06047,-90.39505,-82.308105,-86.017296,-75.528046,-86.30545,-85.6495,-90.828835,-84.81523,-81.57485,-90.205956,-90.698395,-87.578674,-87.42361,-78.27231,-87.00161,-86.65408,-77.94111,-86.27988,-88.076,-90.078094,-78.97519,-89.64963,-90.86108,-85.435776,-80.71802,-80.88752,-84.177025,-82.26201,-84.81742,-88.27993,-82.35695,-89.22616,-86.67337,-88.29112,-87.254524,-81.13104
