timestamp,f1,f2,f3,f4,f5,f6,f7,f8,clear,nir
1758179123,1117.2769,2734.6438,3244.3513,3269.1475,10710.53,8836.847,7636.8843,2754.723,15605.1,1522.3745
1758178063,1398.7539,3125.3071,3589.7268,3538.175,11576.713,10619.974,9026.275,3131.719,21849.135,3573.613
1758176402,1548.006,3501.0322,3961.3298,4259.6807,12818.974,12775.988,10165.474,3336.918,27367.867,2275.2012
1758175040,760.60846,1849.2148,1917.964,1938.747,6861.673,5398.866,6191.626,2051.6797,11411.299,1135.9857
1758177077,1089.0284,2781.3245,3211.9253,3180.271,11044.174,8404.782,8322.604,2866.135,16509.973,1561.9552
1758178876,923.3561,1853.7339,2080.2156,2361.6824,6259.513,6844.574,5360.233,1976.8619,13463.133,1126.6322
1758178086,1398.056,3124.531,3587.4038,3543.6697,11576.387,10615.951,9025.846,3128.9788,21845.959,3578.6064
1758177255,1492.1002,3325.185,3861.0469,4226.2954,11766.827,11516.84,9276.369,3201.324,22871.27,2037.1278
1758176456,1156.6752,2472.6829,2821.3035,3016.6245,9007.325,9433.776,7524.87,2579.63,20343.486,1796.1565
1758175230,855.6181,2112.2012,2342.4734,2324.164,8090.0254,7000.683,7087.761,2296.2197,15591.601,1451.043
1758176228,1318.123,2968.3406,3305.057,3385.7817,10303.755,9161.435,8661.073,3662.6675,16866.643,1562.3986
1758177648,553.5148,928.40375,1059.126,1215.5742,3140.8733,3628.6382,3340.9116,1168.2311,7245.287,751.6238
1758179067,1113.3567,2737.313,3233.3254,3270.9656,10713.289,8836.43,7635.4927,2756.7256,15604.412,1512.1161
1758176576,1151.1871,2477.1575,2826.0295,3011.6763,9010.91,9436.18,7526.3115,2576.855,20343.16,1794.2869
1758178742,1045.0895,2550.5454,2897.7332,2899.0906,9558.449,7792.723,7173.165,2525.0464,14382.655,1370.6538
1758178249,1418.2985,3111.8796,3525.01,3524.5344,10964.936,10714.667,8988.35,3046.4268,22582.094,3186.2283
1758175982,889.3828,1874.9125,2192.7207,2163.5144,7059.095,6498.498,6344.528,2091.0244,13631.635,1316.1056
1758177450,1314.6086,2770.0188,3187.8342,3471.0745,9937.338,9983.8955,8241.008,2983.2148,19206.297,1706.7065
1758175436,867.39056,2151.1587,2578.254,2330.947,8578.75,7291.632,6495.7393,2387.0437,16412.402,1672.0289
1758177807,867.7853,2056.3787,2291.0793,2208.2986,8113.5415,6243.873,6348.784,2166.8425,12684.5,1435.4
1758176261,1320.4061,2966.4038,3309.4548,3386.3936,10306.089,9156.553,8664.845,3655.9053,16869.025,1566.6556
1758178086,1399.8898,3129.506,3589.3599,3536.961,11569.27,10619.828,9025.197,3126.5676,21843.295,3568.3826
1758178433,1257.1476,2722.6929,3049.8428,3303.983,9320.467,9066.9375,7387.0073,2625.8486,16914.836,1548.8356
1758177200,1356.0264,3503.643,4031.689,4183.67,13364.134,10882.942,9868.83,3415.8982,21290.752,1936.5648
1758177888,1303.7257,3317.8606,3779.751,3614.2827,13100.275,10276.735,9250.553,3339.57,20815.787,2219.3618
1758176771,614.51776,1047.469,1208.0549,1362.8322,3577.851,4047.1743,3831.5715,1246.9288,8383.083,851.32947
1758178489,1254.862,2720.1138,3050.2363,3306.9868,9318.726,9070.494,7380.9326,2627.981,16917.781,1548.1478
1758178675,1046.913,2555.098,2898.345,2902.5496,9559.742,7790.467,7174.6006,2526.513,14383.639,1372.0259
1758176804,617.1039,1048.163,1213.1409,1358.9679,3584.0261,4047.4211,3824.674,1248.286,8384.489,858.3095
1758177255,1485.198,3325.6316,3857.9746,4229.7334,11763.454,11512.654,9278.23,3201.4841,22860.516,2033.9608
1758175137,1086.6648,2570.2205,2919.9934,2901.8936,9269.026,7872.864,7798.8726,2646.109,15855.145,1510.9894
1758175219,851.3066,2107.822,2346.222,2325.777,8088.633,7001.3613,7089.371,2291.2412,15594.922,1452.4286
1758176272,1321.1017,2967.7917,3312.6885,3388.7097,10302.721,9160.994,8669.948,3660.3672,16865.545,1564.3573
1758179078,1111.6041,2732.549,3241.8152,3271.3958,10712.494,8840.336,7638.16,2755.4407,15604.788,1520.6617
1758175949,892.84564,1875.2809,2192.6033,2161.8374,7062.4404,6499.991,6337.1035,2094.6865,13626.377,1319.3191
1758177277,1485.8,3326.5654,3851.4678,4233.3813,11759.9,11515.676,9276.817,3203.6633,22865.684,2033.606
1758177299,1489.5421,3327.3352,3852.639,4226.923,11765.44,11513.351,9273.502,3199.6938,22871.016,2033.2526
1758178260,1414.3137,3114.547,3521.6082,3529.5542,10961.753,10726.588,8988.369,3044.0264,22579.014,3183.4158
1758175262,857.94,2109.6724,2342.6362,2325.794,8086.9067,7001.2197,7088.0825,2289.8367,15589.149,1454.8424
1758177592,660.6658,1299.7843,1400.2714,1518.4485,4384.291,4560.0303,4131.8228,1399.8331,9199.456,958.8555
1758178074,1400.8094,3127.0042,3589.7378,3538.4758,11572.276,10615.664,9029.762,3125.9292,21846.0,3575.0042
1758179055,1114.8328,2733.7874,3240.343,3269.3909,10716.553,8834.316,7636.1147,2758.3286,15607.992,1517.6577
1758177637,554.5763,926.6648,1052.959,1219.9221,3139.2542,3622.7534,3341.8037,1170.671,7243.2637,755.3221
1758177670,554.20996,926.77765,1057.8591,1218.0642,3141.9656,3622.0933,3339.4912,1168.1376,7240.454,755.11096
1758176771,612.54034,1048.5718,1209.7327,1357.5634,3577.5564,4049.4019,3825.3867,1244.4615,8385.154,856.61816
1758177288,1486.2639,3325.5227,3856.811,4229.981,11761.814,11515.172,9279.254,3203.9116,22867.037,2033.6353
1758178455,1254.7126,2722.9934,3052.4653,3306.7668,9315.184,9067.225,7385.432,2633.8403,16920.445,1550.3339
1758176908,778.3116,1659.0514,1957.4741,1823.1279,6813.1367,5177.9478,5712.0093,1919.2861,10484.938,1065.8407
1758175381,939.9005,2341.7966,2808.5344,2539.7795,9316.473,7909.3115,7117.657,2576.1287,17640.438,1751.9564
1758175295,853.28546,2112.1677,2341.732,2321.9148,8083.607,7001.1387,7089.6377,2297.7266,15588.591,1458.682
1758175524,866.8883,2149.2744,2577.0444,2326.4773,8576.809,7295.597,6495.9014,2386.9497,16419.549,1685.8794
1758178954,965.1688,2233.008,2579.802,2687.3394,8215.837,7543.524,6080.736,2281.7004,13894.561,1259.0088
1758174950,764.772,1847.5917,1916.6895,1935.0669,6866.414,5397.9805,6190.1006,2049.9502,11407.213,1131.8127
1758177988,1398.1589,3128.6777,3588.603,3539.2405,11579.325,10619.985,9029.709,3128.067,21848.979,3573.67
1758176294,1321.3694,2967.3215,3315.0833,3386.584,10300.234,9157.409,8664.732,3655.7917,16867.898,1563.0687
1758176952,773.11053,1658.2241,1954.572,1825.8943,6809.008,5180.521,5711.2466,1912.7778,10483.205,1066.439
1758176380,1554.7372,3499.003,3958.9417,4261.5327,12823.203,12773.782,10168.45,3331.7185,27372.176,2281.3237
1758177921,1299.9116,3315.4585,3779.2202,3612.5884,13099.983,10279.626,9245.736,3343.619,20813.242,2218.7373
1758177154,1348.8672,3501.787,4024.2004,4184.7305,13365.169,10883.662,9866.267,3418.6196,21291.246,1944.7056
1758178921,961.52454,2231.6345,2583.9907,2693.9478,8210.022,7539.5366,6077.2803,2283.1777,13898.736,1259.6337
1758177659,554.65173,926.0518,1049.0071,1218.2388,3143.417,3627.564,3342.546,1169.5167,7246.7935,753.1415
1758178238,1437.9972,3180.5317,3625.3008,3605.0483,11332.599,11100.646,9339.028,3117.8264,23891.145,3603.9316
1758176587,990.0262,2070.7725,2331.8225,2480.427,7394.849,7829.3765,6415.834,2199.416,16796.172,1564.3021
1758176974,1088.6265,2779.4421,3212.1807,3175.9778,11048.52,8399.423,8325.294,2870.2527,16502.719,1565.1738
1758175219,861.29004,2108.2527,2341.1987,2327.2065,8087.343,6996.6235,7083.8525,2289.9219,15590.939,1456.5768
1758176620,985.39185,2068.386,2334.6853,2480.2578,7398.216,7836.7686,6414.046,2197.0837,16798.674,1566.8595
1758178183,1438.8185,3184.8557,3623.671,3602.9546,11337.147,11104.242,9343.737,3118.21,23895.924,3602.05
1758178063,1393.896,3126.776,3585.7236,3536.5635,11578.658,10615.823,9025.058,3132.2317,21849.562,3574.999
1758175262,855.4711,2111.2883,2345.9768,2325.5994,8084.313,6999.851,7084.1562,2294.2822,15591.01,1455.2952
1758177818,866.11444,2054.3254,2296.219,2204.8489,8114.538,6245.3677,6350.949,2169.3904,12687.193,1429.3036
1758179134,1117.2097,2735.1982,3240.0276,3271.5615,10708.679,8839.817,7634.716,2753.641,15605.278,1517.2462
1758175197,855.48206,2114.3723,2342.2136,2323.1677,8080.685,6999.9946,7082.5684,2294.922,15590.195,1454.782
1758179067,1109.544,2736.953,3239.9565,3269.5442,10714.527,8835.038,7632.417,2758.7527,15604.173,1521.5598
1758178074,1400.3246,3129.6765,3588.2258,3539.216,11569.558,10622.304,9023.23,3129.8325,21849.998,3577.9614
1758179089,1112.957,2735.4011,3241.747,3274.3474,10711.227,8832.249,7632.063,2759.9958,15607.613,1517.2933
1758178932,970.864,2234.9248,2581.5881,2686.9036,8209.348,7533.1665,6076.3765,2284.4297,13897.221,1258.4565
1758178798,924.08954,1855.2817,2084.0103,2362.6643,6267.2075,6842.7065,5356.9634,1967.9481,13462.413,1127.4347
1758176078,1310.5332,3184.9846,3550.1414,3581.5154,12202.433,10465.224,10263.984,3390.8523,21649.684,1923.0204
1758178909,962.7057,2236.3892,2584.108,2684.561,8215.294,7535.975,6076.769,2284.0698,13897.984,1261.3583
1758177966,1309.8615,3318.9248,3780.3596,3610.7317,13098.461,10280.235,9246.146,3341.4395,20821.592,2224.2363
1758175273,855.81036,2109.1016,2342.1514,2323.6812,8083.003,6997.885,7076.1934,2298.1006,15587.739,1452.9172
1758176848,774.0538,1657.4464,1955.4021,1825.396,6813.501,5180.6357,5712.5195,1915.1223,10489.974,1065.1064
1758178631,1041.7001,2551.908,2895.862,2900.7612,9558.708,7793.0386,7169.756,2523.3174,14382.25,1365.5161
1758178238,1437.2611,3186.5195,3624.7024,3604.772,11332.023,11092.219,9341.606,3118.3416,23902.01,3609.5876
1758178183,1438.2869,3189.7822,3621.177,3601.2563,11330.67,11100.945,9342.057,3122.8005,23893.057,3601.233
1758176974,1089.9618,2782.3064,3213.2927,3181.3323,11047.352,8402.909,8329.147,2868.671,16511.975,1567.2919
1758176908,775.70776,1657.668,1957.7008,1821.6553,6812.796,5179.6753,5713.707,1919.2963,10482.488,1065.1926
1758176315,1320.5383,2972.4192,3308.3696,3387.15,10302.446,9159.887,8658.707,3662.1282,16865.088,1558.6993
1758176434,1552.7501,3503.1616,3960.386,4261.816,12825.438,12775.313,10164.71,3333.3867,27373.158,2275.4104
1758178205,1431.9584,3186.6238,3627.3125,3604.1538,11337.057,11098.582,9341.92,3120.5986,23895.914,3606.1382
1758176239,1319.2717,2968.7605,3309.403,3387.229,10298.597,9160.548,8663.5625,3660.504,16863.998,1570.6445
1758176930,774.10205,1662.9227,1957.7502,1824.1116,6811.763,5179.0,5706.416,1918.4719,10481.802,1059.6565
1758175567,734.97833,1732.7178,2091.0403,1893.9436,6870.268,6033.784,5322.677,1974.3346,13521.847,1478.2795
1758175392,940.8043,2344.9434,2808.4407,2543.6565,9312.12,7902.534,7118.355,2582.9307,17638.877,1747.4468
1758177299,1484.6693,3329.019,3856.325,4227.6885,11768.271,11513.325,9273.671,3202.4377,22870.012,2032.0469
1758177077,1092.8733,2778.5757,3213.8416,3178.3674,11044.0205,8402.456,8324.0,2863.959,16504.691,1561.5482
1758176391,1544.3064,3499.1006,3962.2666,4259.889,12820.868,12768.834,10164.957,3328.7354,27368.418,2278.1868
1758177439,1314.1177,2766.265,3181.8357,3476.1453,9934.971,9975.984,8244.989,2982.5964,19208.709,1705.5696
1758177648,549.8528,928.2609,1058.3092,1219.3744,3145.8438,3623.7292,3339.8533,1168.174,7240.8784,754.93884
1758177604,557.39215,926.3493,1056.4829,1218.2745,3146.1553,3624.0647,3342.756,1166.7057,7239.9297,756.2032
1758176760,619.2294,1047.4681,1205.0643,1360.7317,3583.3374,4052.758,3827.0564,1251.2505,8388.105,859.0098
1758175040,758.95764,1850.2739,1917.7927,1936.6472,6866.5957,5400.055,6189.7393,2049.8516,11410.741,1134.0175
1758175197,852.7451,2107.8,2343.5374,2325.201,8082.1016,6995.689,7086.129,2290.5608,15592.031,1445.0024
1758175219,856.4669,2115.1968,2341.6714,2324.8257,8086.7524,6996.6743,7087.4854,2294.0872,15593.1,1452.5265
1758175589,730.3892,1733.9784,2083.2314,1895.1229,6870.3193,6031.123,5327.7417,1979.0574,13522.3125,1478.3427
1758177807,863.97375,2056.7642,2297.9097,2204.7083,8111.7593,6239.063,6354.1904,2170.538,12691.602,1428.8553
1758178074,1393.5465,3125.7595,3592.1638,3540.3044,11577.147,10618.744,9030.9375,3130.7625,21848.91,3571.6067
1758177637,552.20105,930.5803,1052.8939,1219.6987,3139.9841,3622.2117,3342.658,1164.8267,7243.717,748.71173
1758179067,1117.7253,2734.1619,3241.2043,3272.1873,10707.129,8838.312,7632.8325,2756.145,15603.785,1514.4805
1758175094,1086.6906,2563.4937,2924.9922,2901.2317,9265.583,7873.1978,7798.549,2646.574,15857.327,1513.0227
1758178966,967.6745,2234.8088,2583.0544,2686.8582,8212.82,7537.3086,6078.765,2283.6199,13898.937,1264.1747
1758176815,615.03143,1048.8018,1207.7382,1366.2374,3578.4695,4047.0078,3824.0884,1246.7196,8377.261,856.2288
1758176100,1314.4744,3183.4934,3547.8884,3580.1636,12200.733,10465.627,10259.449,3396.58,21647.594,1917.8105
1758177233,1490.2944,3328.2397,3850.5232,4232.5664,11761.195,11516.406,9273.618,3198.0942,22866.748,2032.4576
1758176848,773.7586,1660.2594,1959.0525,1823.0255,6806.107,5181.2275,5712.5005,1921.7379,10482.808,1062.9813
1758176919,773.01245,1661.8315,1957.1492,1824.5586,6805.622,5182.217,5707.31,1922.4553,10483.006,1063.0713
1758176598,991.7269,2067.5408,2336.3723,2481.3035,7394.9087,7826.5386,6414.7656,2202.5305,16801.398,1559.2772
1758178809,926.61505,1853.3319,2084.3936,2359.533,6266.1514,6841.247,5357.5093,1972.5398,13461.663,1130.834
1758176963,1093.076,2783.6555,3208.628,3176.726,11045.587,8400.112,8318.759,2864.5352,16505.342,1556.7377
1758175457,862.8011,2147.5496,2579.5566,2324.6433,8570.667,7292.113,6503.946,2383.3687,16418.055,1675.2435
1758178422,1255.4753,2723.481,3045.8577,3310.4033,9320.794,9063.476,7385.4067,2632.9219,16922.008,1548.4647
1758179101,1112.9877,2734.939,3237.7063,3269.5115,10715.202,8837.044,7633.5386,2757.6423,15602.416,1514.7368
1758178742,1046.7136,2552.425,2900.4324,2900.958,9558.142,7795.926,7173.244,2526.5806,14387.638,1370.5411
1758178063,1396.5304,3126.1494,3590.784,3539.1147,11579.185,10621.042,9024.725,3133.8337,21852.697,3572.6262
1758176089,1311.0618,3181.939,3552.2798,3582.798,12199.993,10469.509,10267.173,3393.6536,21641.602,1926.8518
1758177351,1312.2849,2768.6116,3179.1533,3475.229,9931.756,9980.9375,8248.132,2981.0642,19208.99,1705.3224
1758177751,866.95514,2057.364,2293.8643,2202.9553,8111.6045,6241.738,6353.73,2165.5737,12686.192,1433.8767
1758176985,1089.247,2778.4932,3213.5059,3179.895,11043.454,8399.069,8324.981,2869.9023,16503.598,1564.1505
1758175137,1087.7046,2563.71,2929.0288,2901.817,9268.558,7873.3833,7795.2324,2644.1055,15855.832,1505.627
1758175403,938.2975,2338.8657,2806.7505,2544.587,9311.275,7911.913,7118.918,2582.1626,17636.88,1749.1227
1758175251,856.35114,2110.2,2342.0916,2324.748,8087.0103,6997.471,7086.899,2294.2505,15594.042,1453.2272
1758177439,1318.1338,2768.5479,3186.5425,3470.2205,9935.8545,9978.689,8246.66,2982.5776,19211.229,1707.2864
1758175273,855.2149,2107.5186,2345.933,2325.2231,8089.3306,6994.6675,7085.0347,2291.1743,15597.616,1445.7727
1758177277,1484.9635,3330.7754,3857.1787,4224.867,11763.088,11520.364,9279.431,3197.8154,22868.56,2035.1844
1758178932,970.1701,2235.553,2576.1123,2685.333,8216.121,7540.497,6075.2173,2280.587,13904.884,1262.439
1758176089,1308.3043,3187.4626,3548.747,3580.2412,12203.276,10473.499,10263.423,3391.6277,21646.639,1917.8534
1758178742,1048.6484,2554.2073,2899.7217,2900.7817,9557.177,7795.1216,7172.629,2525.031,14384.557,1368.0894
1758175960,894.1519,1875.2313,2189.2412,2167.8987,7059.4976,6500.96,6336.83,2093.6504,13628.656,1320.7146
1758176543,1152.3096,2477.0393,2821.2444,3009.8137,9010.665,9432.127,7522.319,2580.7456,20342.053,1795.7949
1758177637,555.7445,925.24426,1053.2487,1215.6641,3142.7932,3627.6816,3342.0547,1169.2704,7240.788,752.3914
1758178052,1398.9119,3128.6062,3583.5652,3539.2764,11576.315,10621.232,9028.353,3124.8816,21851.383,3573.4697
1758178943,968.7446,2233.0984,2582.728,2688.2385,8215.082,7538.516,6078.9556,2279.816,13899.0625,1259.1901
1758175949,884.47156,1875.3866,2190.9233,2163.6929,7057.0317,6500.0146,6338.508,2097.4346,13628.251,1325.4968
1758177899,1300.3629,3319.0457,3781.622,3614.374,13098.785,10279.454,9250.879,3343.0046,20817.807,2216.2546
1758177266,1486.8346,3324.0696,3855.5005,4229.771,11765.334,11509.962,9271.84,3200.3794,22862.625,2028.2291
1758179067,1114.4453,2734.3704,3239.2969,3271.8452,10714.292,8834.716,7635.328,2762.7805,15605.374,1516.0682
1758176283,1322.9661,2967.14,3311.0652,3384.0154,10297.795,9157.245,8666.765,3660.3975,16865.64,1559.224
1758174993,763.9963,1848.2479,1918.0066,1934.0887,6860.84,5401.1353,6190.7993,2048.5718,11408.396,1126.1758
1758178753,922.7151,1855.7983,2083.4182,2364.8372,6262.463,6838.2856,5357.494,1970.8127,13466.405,1125.7911
1758178205,1438.5438,3181.8564,3627.3853,3605.88,11332.558,11097.495,9341.391,3115.4126,23893.043,3609.346
1758178653,1051.5641,2554.5896,2902.2537,2899.9875,9558.76,7794.204,7169.4644,2525.7249,14381.977,1367.5426
1758176760,617.3533,1049.6733,1205.4944,1359.5991,3580.218,4044.8784,3826.8423,1248.8572,8387.589,852.3557
1758177132,1351.1381,3500.1973,4026.1284,4180.166,13360.211,10878.546,9872.464,3416.646,21289.201,1935.1642
1758175414,940.8215,2342.0762,2809.7087,2541.113,9314.463,7904.591,7119.3193,2578.7434,17645.82,1747.602
1758174950,761.43317,1847.4546,1918.0029,1936.5507,6858.503,5400.804,6188.0312,2052.3208,11406.329,1127.8077
1758176402,1551.2579,3498.4233,3962.4546,4261.227,12821.86,12779.131,10167.203,3330.347,27369.885,2271.195
1758176305,1324.4884,2967.104,3312.598,3385.808,10298.327,9157.327,8663.063,3661.8555,16866.605,1561.0083
1758177977,1306.7709,3318.856,3778.6882,3614.6501,13097.873,10282.133,9249.463,3346.7053,20817.506,2216.4043
1758178444,1255.117,2724.6,3049.4326,3303.3384,9319.616,9065.956,7387.7446,2631.9175,16923.328,1546.9928
1758175040,766.2728,1847.7347,1915.3738,1938.3026,6868.676,5400.856,6190.7495,2048.9407,11411.2,1126.01
1758178798,923.95605,1857.5361,2079.1047,2363.255,6258.2046,6842.1973,5358.766,1967.8802,13461.048,1127.2031
1758178909,967.22626,2235.6719,2578.6438,2687.664,8217.542,7540.0356,6078.035,2281.216,13899.317,1256.4299
1758178619,1147.371,2838.9868,3218.2117,3219.897,10604.456,8515.895,7839.925,2763.9636,15392.677,1476.1656
1758175928,540.1475,921.86914,1107.3903,1044.023,3167.135,3424.131,3304.8064,1100.383,7263.4453,843.7734
1758176133,1312.4805,3186.4128,3549.3076,3578.2788,12200.937,10467.029,10264.743,3394.228,21648.266,1926.4037
1758176952,772.6359,1653.2384,1958.4391,1827.1555,6809.28,5180.9443,5706.4766,1915.2189,10483.574,1064.429
1758178586,1152.0646,2837.383,3225.9966,3216.535,10600.439,8521.744,7834.4834,2762.6475,15393.53,1481.1062
1758175208,855.21313,2112.1477,2346.1614,2325.1873,8091.663,6998.5635,7085.0083,2290.6772,15593.592,1447.6849
1758175284,857.8327,2111.866,2344.5234,2323.057,8085.004,6998.2617,7084.763,2298.2454,15589.298,1457.1051
1758176294,1319.4816,2964.6309,3313.618,3386.5857,10301.63,9157.066,8656.799,3658.6313,16865.576,1565.5065
1758175589,732.23517,1728.7858,2089.6995,1889.374,6863.149,6038.517,5328.9277,1976.154,13519.633,1481.4763
1758177077,1088.1892,2781.9321,3211.8289,3176.0598,11040.83,8400.39,8323.608,2872.256,16509.812,1559.8055
1758178119,1434.0808,3182.049,3621.4932,3605.737,11327.162,11102.274,9340.387,3117.4653,23891.45,3603.208
1758177088,1090.5172,2779.601,3214.375,3177.2424,11043.578,8399.095,8319.029,2864.5054,16507.701,1564.8691
1758176826,618.8382,1047.4025,1206.3335,1362.9548,3575.5369,4048.4163,3825.6125,1244.0371,8374.936,856.8122
1758178898,968.3941,2232.0857,2574.7554,2687.4534,8212.26,7538.792,6078.2065,2276.4329,13900.419,1254.4026
1758176111,1310.3309,3188.1187,3551.221,3577.967,12203.849,10466.348,10264.769,3397.9082,21647.332,1920.2389
1758175040,761.9989,1851.534,1918.0051,1934.2738,6862.211,5394.5566,6186.1987,2051.456,11407.63,1128.6372
1758176261,1322.1086,2972.378,3312.555,3384.6821,10298.755,9159.431,8666.277,3657.142,16862.758,1562.5068
1758175414,943.1859,2339.6453,2806.955,2540.349,9314.91,7906.3945,7123.663,2574.7102,17643.555,1749.3572
1758174928,766.68475,1847.827,1916.1388,1933.5786,6859.7144,5398.4316,6188.304,2050.8677,11410.363,1126.9933
1758175535,867.97156,2148.3271,2580.2056,2329.2297,8576.591,7290.9053,6501.079,2388.5642,16418.156,1679.4292
1758178954,974.17267,2234.9097,2584.2605,2690.1335,8208.42,7537.8613,6078.412,2279.7263,13896.215,1258.6172
1758179033,1114.4401,2732.917,3238.7683,3275.1467,10713.019,8836.229,7632.981,2758.6494,15601.394,1521.0323
1758177910,1303.698,3312.84,3773.754,3615.7808,13100.507,10279.333,9252.683,3342.4597,20819.816,2216.5945
1758176423,1552.4497,3498.3948,3966.1387,4257.8716,12820.1455,12776.747,10164.377,3331.1038,27377.13,2278.7415
1758178489,1255.4757,2723.0476,3045.094,3303.9302,9326.912,9066.74,7390.207,2633.2349,16916.928,1548.6401
1758177840,868.17316,2055.4602,2299.0547,2204.197,8113.727,6237.9897,6349.874,2165.771,12686.987,1431.2456
1758177351,1316.7126,2764.9092,3179.6394,3474.5762,9937.067,9984.005,8246.297,2979.415,19208.477,1705.0566
1758176996,1092.5126,2781.9995,3211.7717,3179.5322,11047.785,8399.564,8325.026,2867.1707,16510.13,1564.4376
1758178932,965.43555,2235.4607,2584.4526,2688.2454,8210.498,7537.102,6081.0396,2285.8713,13899.156,1257.2568
1758175360,937.0908,2345.0088,2801.1167,2544.5063,9315.94,7904.1045,7115.755,2584.931,17647.924,1745.3256
1758178216,1440.2194,3181.9956,3625.3503,3603.518,11326.561,11102.026,9340.534,3119.4407,23899.342,3603.6604
1758177110,1351.4304,3503.0251,4022.6343,4179.3667,13362.91,10881.549,9866.359,3422.33,21289.936,1938.0198
1758177910,1304.197,3314.852,3781.0266,3611.4658,13104.64,10287.066,9253.731,3343.2522,20815.252,2215.7427
1758177200,1355.4313,3502.074,4029.9,4183.062,13358.319,10881.967,9865.299,3420.087,21281.674,1936.5931
1758176576,1154.555,2479.8186,2820.1501,3008.2322,9005.113,9435.137,7520.425,2576.9622,20344.549,1800.0828
1758175295,857.64056,2112.361,2342.8198,2322.9346,8092.3145,6995.2036,7086.547,2290.5022,15588.367,1451.337
1758176250,1323.6614,2969.2617,3309.4773,3386.2192,10299.484,9159.995,8663.911,3657.1074,16860.396,1561.9961
1758178977,965.81793,2238.4226,2579.2078,2685.822,8213.488,7540.5625,6077.7305,2282.681,13904.629,1262.571
